chapter_path,frame,time,track_metadata,track_id,xmin,ymin,xmax,ymax,confidence,class
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH010009_A.MP4,1132,03:46:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH010009_A.MP4/46,0,2.611271858215332,400.6332092285156,228.1083984375,623.570068359375,0.8144662976264954,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH010009_A.MP4,1135,03:47:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH010009_A.MP4/46,0,43.22067260742188,549.5853271484375,223.85903930664065,711.822021484375,0.5233352780342102,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,1993,06:38:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,2.574373245239258,267.2430114746094,534.3335571289062,538.660888671875,0.4648415148258209,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,1995,06:39:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,3.4488353729248047,278.4434509277344,531.399169921875,567.7019653320312,0.2742870151996612,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,1996,06:39:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,1.1547099351882937,307.5007019042969,531.7559204101562,577.7041625976562,0.6305679678916931,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,1998,06:39:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,51.83330535888672,392.9094848632813,558.2396240234375,658.508056640625,0.421248584985733,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2001,06:40:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,31.30984115600586,397.4877014160156,556.59912109375,666.9999389648438,0.5349913835525513,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2003,06:40:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,6.8250412940979,405.5132751464844,536.1174926757812,671.1847534179688,0.4953830242156982,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2004,06:40:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,437.057373046875,524.9121704101562,730.8336181640625,0.5646568536758423,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2005,06:41:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,473.0503234863281,523.5721435546875,762.7649536132812,0.796311616897583,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2006,06:41:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,487.7028503417969,515.5982666015625,795.875732421875,0.5037621855735779,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2007,06:41:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,517.3411254882812,504.65130615234375,835.5797119140625,0.557715892791748,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2008,06:41:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,514.4503784179688,495.6220397949219,865.7683715820312,0.5600459575653076,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2009,06:41:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,504.2233581542969,481.7801208496094,877.7816772460938,0.6554745435714722,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2010,06:42:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,465.1632690429688,467.6019592285156,879.1448974609375,0.6260212063789368,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2011,06:42:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,460.702880859375,454.5832214355469,866.6312255859375,0.7253850102424622,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2012,06:42:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,1.328897476196289,452.45654296875,447.4894409179688,841.4968872070312,0.7488674521446228,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2013,06:42:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,5.158388137817383,436.3560791015625,453.4110412597656,820.1487426757812,0.6624661087989807,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2014,06:42:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,7.777077674865723,409.493896484375,467.7201843261719,785.0855102539062,0.7812286019325256,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2015,06:43:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,12.35969066619873,382.1103820800781,480.9222717285156,738.3306274414062,0.7933040261268616,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2016,06:43:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,7.541118621826172,328.9195556640625,479.2608642578125,683.2673950195312,0.6418021321296692,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2017,06:43:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,12.30833911895752,278.9765625,487.44183349609375,637.8193969726562,0.6695966720581055,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2018,06:43:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,4.450999736785889,281.2910461425781,494.7449645996094,649.3300170898438,0.6111475825309753,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2019,06:43:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,328.4105224609375,504.034423828125,693.9111938476562,0.6587732434272766,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2020,06:44:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,347.8175354003906,508.8348388671875,708.455078125,0.6772642731666565,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2021,06:44:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,345.50439453125,512.8052368164062,706.6121826171875,0.7624849677085876,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2022,06:44:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.1769072413444519,344.3647766113281,519.2603759765625,698.0550537109375,0.689537525177002,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2023,06:44:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,3.6497180461883545,344.0814819335937,528.3831176757812,688.505615234375,0.7920453548431396,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2024,06:44:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,5.406564235687256,337.6009216308594,540.0239868164062,682.6173706054688,0.7079633474349976,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2025,06:45:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,6.091476917266846,339.2967834472656,552.9938354492188,673.20263671875,0.7266204357147217,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2026,06:45:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,5.588715076446533,340.82672119140625,566.1188354492188,670.1136474609375,0.7599558234214783,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2027,06:45:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,3.8469436168670654,350.4078369140625,578.903564453125,672.7726440429688,0.7252524495124817,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2028,06:45:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,3.564828634262085,363.4912414550781,589.77001953125,684.1032104492188,0.7718508839607239,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2029,06:45:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,5.880016326904297,407.5384826660156,598.2373657226562,719.447265625,0.724421501159668,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2030,06:46:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,3.295483350753784,471.7710571289063,609.4776611328125,790.6961059570312,0.3802162706851959,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2031,06:46:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,4.623627185821533,574.0368041992188,623.3206176757812,878.4833374023438,0.7393763661384583,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2032,06:46:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,659.0665283203125,631.8134765625,974.18408203125,0.7161914110183716,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2033,06:46:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,701.062744140625,636.473876953125,1040.5162353515625,0.6957526206970215,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2034,06:46:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,706.568603515625,641.115478515625,1068.89501953125,0.6058704257011414,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2035,06:47:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,712.74609375,633.5211181640625,1080.0,0.6998125314712524,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2036,06:47:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,702.1239013671875,627.30224609375,1080.0,0.5971950888633728,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2037,06:47:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,688.3394165039062,618.227783203125,1080.0,0.5307560563087463,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2038,06:47:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,644.60595703125,605.0115356445312,1072.6075439453125,0.7989403009414673,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2039,06:47:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,600.1585083007812,586.3468017578125,1069.270751953125,0.766367495059967,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2040,06:48:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,572.9268798828125,574.4677124023438,1068.7847900390625,0.789496898651123,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2041,06:48:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,492.5093994140625,558.5753784179688,1045.9986572265625,0.7856541872024536,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2042,06:48:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,1.232660889625549,449.5225830078125,554.5612182617188,1039.75830078125,0.7779621481895447,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2043,06:48:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,482.2576293945313,545.956298828125,1069.2781982421875,0.7618458271026611,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2044,06:48:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,530.9264526367188,532.7616577148438,1072.935791015625,0.7216760516166687,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2045,06:49:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,7.956182479858398,572.6863403320312,538.76416015625,1074.8394775390625,0.8170889616012573,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2046,06:49:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,7.394103050231934,612.7666015625,551.222412109375,1080.0,0.706325113773346,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2047,06:49:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,673.3749389648438,547.5308227539062,1080.0,0.6827099919319153,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2049,06:49:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/31,1,0.0,752.7830810546875,510.8579711914063,1080.0,0.4382769167423248,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2127,07:05:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,323.9462585449219,695.5244140625,657.6429443359375,924.8504638671876,0.449655145406723,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2129,07:05:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,295.9120788574219,677.878173828125,656.8206787109375,902.8368530273438,0.5150373578071594,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2130,07:06:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,70.94603729248047,709.9551391601562,667.7526245117188,940.9143676757812,0.6513788104057312,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2132,07:06:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,155.49282836914062,655.2279052734375,661.9896850585938,895.4033203125,0.628086268901825,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2133,07:06:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,225.81626892089844,633.4468994140625,662.1510009765625,868.6310424804688,0.5311275124549866,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2134,07:06:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,268.4774169921875,608.1741943359375,670.1528930664062,836.44482421875,0.6989706158638,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2135,07:07:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,290.3481750488281,575.2205200195312,677.0142822265625,800.6199340820312,0.3708394169807434,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2136,07:07:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,305.36962890625,575.4193115234375,679.8583374023438,796.5971069335938,0.5490955710411072,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2137,07:07:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,310.0195617675781,584.0328369140625,679.9839477539062,801.9261474609375,0.5663883686065674,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2139,07:07:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,347.8646545410156,597.4971313476562,694.5387573242188,817.3111572265625,0.6759542226791382,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2145,07:09:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,352.3459167480469,563.7965087890625,699.2800903320312,781.3374633789062,0.614632248878479,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2146,07:09:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,332.1520080566406,549.3480224609375,687.21875,769.0304565429688,0.2634655237197876,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2147,07:09:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,332.1887512207031,565.881591796875,682.5138549804688,784.3388671875,0.5219495296478271,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2148,07:09:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,304.9397888183594,557.2214965820312,671.5401611328125,770.5037231445312,0.4828235507011413,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2149,07:09:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,274.9154357910156,514.8577880859375,662.4156494140625,731.3737182617188,0.3037611842155456,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2154,07:10:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,246.31362915039065,550.1854248046875,623.5874633789062,768.0123901367188,0.6847858428955078,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2155,07:11:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,248.35186767578125,586.4948120117188,629.8433837890625,804.772216796875,0.5706937313079834,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2156,07:11:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,268.9571838378906,591.4939575195312,638.6983032226562,814.676513671875,0.5961618423461914,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2157,07:11:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,277.3096008300781,600.7020263671875,648.0657348632812,822.257568359375,0.2952818870544433,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2159,07:11:80,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,279.4600524902344,595.8990478515625,651.70947265625,820.7506713867188,0.4612413346767425,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2160,07:12:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,288.3014221191406,595.3234252929688,652.8494873046875,815.9727172851562,0.3210272490978241,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2161,07:12:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,304.0941162109375,596.84423828125,659.807861328125,812.9896240234375,0.5807328224182129,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2165,07:13:00,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,348.3040466308594,583.1557006835938,684.1072387695312,786.5629272460938,0.493226557970047,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2171,07:14:20,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/46,3,1538.724365234375,2.444084882736206,1919.147705078125,101.44041442871094,0.8015438318252563,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2172,07:14:40,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/46,3,1472.076904296875,2.6608285903930664,1918.40869140625,121.6710205078125,0.8285204768180847,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2173,07:14:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/46,3,1415.1220703125,4.678299903869629,1920.0,135.7955322265625,0.8223256468772888,elasmobranch
/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4,2173,07:14:60,/Volumes/Nuevo vol/BRUVS/BRUV Go pro 1station/05:02:22 VILLINGILI/GH020009_B.MP4/39,2,343.27203369140625,560.8463745117188,690.62451171875,780.5989990234375,0.6041284203529358,elasmobranch
